,location_area,property_location,total_price,area_sqft,outside_view,property_link
913,ajmer road, ajmer road,3419000.0,1341.0,garden view,https://www.squareyards.com/resale-149-sq-yd-plot-in-ajmer-road/9744422
914,ajmer road, ajmer road,9180000.0,3600.0,garden view,https://www.squareyards.com/resale-400-sq-yd-plot-in-ajmer-road/9744573
915,ajmer road, ajmer road,8399000.0,3294.0,garden view,https://www.squareyards.com/resale-366-sq-yd-plot-in-ajmer-road/9744554
916,sikar road, sikar road,4250000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sikar-road/9731456
917,ajmer road, ajmer road,4200000.0,1854.0,water view,https://www.squareyards.com/resale-206-sq-yd-plot-in-vrb-global-city/9729468
918,sikar road, sikar road,6795000.0,1044.0,road view,https://www.squareyards.com/resale-116-sq-yd-plot-in-govindam-tower/9824906
919,ajmer road, ajmer road,3327000.0000000005,1305.0,garden view,https://www.squareyards.com/resale-145-sq-yd-plot-in-ajmer-road/9744417
920,ajmer road, ajmer road,3235000.0,1269.0,garden view,https://www.squareyards.com/resale-141-sq-yd-plot-in-ajmer-road/9744413
921,ajmer road, ajmer road,7642000.0,2997.0,garden view,https://www.squareyards.com/resale-333-sq-yd-plot-in-ajmer-road/9744523
922,ajmer road, ajmer road,3190000.0,1251.0,garden view,https://www.squareyards.com/resale-139-sq-yd-plot-in-ajmer-road/9744410
923,ajmer road, ajmer road,7229000.000000001,2835.0,garden view,https://www.squareyards.com/resale-315-sq-yd-plot-in-ajmer-road/9744514
924,ajmer road, ajmer road,4016000.0,1575.0,garden view,https://www.squareyards.com/resale-175-sq-yd-plot-in-ajmer-road/9744436
925,vatika/vatika road, vatika,3350000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-paradise-extensio/9662601
926,ajmer road, ajmer road,4525000.0,2592.0,water view,https://www.squareyards.com/resale-288-sq-yd-plot-in-kayad-kunj/9729463
927,ajmer road, ajmer road,2125000.0,1098.0,water view,https://www.squareyards.com/resale-122-sq-yd-plot-in-bhaskar-enclave/9687922
928,tonk road, tonk road,4250000.0,1854.0,water view,https://www.squareyards.com/resale-206-sq-yd-plot-in-shyam-nagari/9667490
929,sikar road, sikar road,4575000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-green-enclave/9665008
930,sikar road, sikar road,3200000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-balaji-enclave/9687933
931,ajmer road, ajmer road,2770000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-elite-park/9687925
932,ajmer road, ajmer road,2200000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-tulsi-vihar/9687939
933,ajmer road, ajmer road,2450000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-tripti-nagar/9712897
934,tonk road, tonk road,2550000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-tonk-road/9665005
935,tonk road, tonk road,2750000.0,1377.0,garden view,https://www.squareyards.com/resale-153-sq-yd-plot-in-sankalp/9687919
936,sikar road, sikar road,4525000.0,1467.0,road view,https://www.squareyards.com/resale-163-sq-yd-plot-in-sikar-road/9674585
937,ajmer road, ajmer road,25700000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-arpan/9667496
938,tonk road, tonk road,2435000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-ganesh-vihar/9687938
940,ajmer road, ajmer road,2850000.0,1197.0,water view,https://www.squareyards.com/resale-133-sq-yd-plot-in-vijay-nagar/9681780
941,sikar road, sikar road,3650000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-sikar-road/9687935
942,sikar road, sikar road,6666000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-ashiana-greens/9840384
944,sikar road, sikar road,9320000.0,1377.0,road view,https://www.squareyards.com/resale-153-sq-yd-plot-in-govindam-tower/9784150
945,other, daulatpura,2301000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-daulatpura/9863699
946,other, murlipura,3850000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-murlipura/9687942
948,mansarovar, mansarovar extension,12000000.0,1017.0,,https://www.squareyards.com/resale-113-sq-yd-plot-in-mansarovar-extension/9675718
949,tonk road, tonk road,2095000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-tonk-road/9731024
950,jagatpura, jagatpura,6492000.0,1728.0,garden view,https://www.squareyards.com/resale-192-sq-yd-plot-in-jagatpura/9737853
951,other, daulatpura,4255000.0,2700.0,road view,https://www.squareyards.com/resale-300-sq-yd-plot-in-daulatpura/9767725
952,mansarovar, mansarovar,4650000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-mansarovar/9667493
953,sikar road, sikar road,3000000.0,1080.0,water view,https://www.squareyards.com/resale-120-sq-yd-plot-in-sikar-road/9872662
954,ajmer road, ajmer road,48500000.0,2844.0,,https://www.squareyards.com/resale-316-sq-yd-plot-in-green-triveni/9719352
955,sirsi road, sirsi road,9720000.0,1944.0,road view,https://www.squareyards.com/resale-216-sq-yd-plot-in-manglams-balaji-city/9847862
956,sikar road, sikar road,9067000.0,1395.0,road view,https://www.squareyards.com/resale-155-sq-yd-plot-in-unnati-vihar/9794629
957,kalwar road, kalwar road,1089000.0,891.0,road view,https://www.squareyards.com/resale-99-sq-yd-plot-in-kalwar-road/9645961
959,delhi jaipur expressway, delhi-jaipur expressway,3200000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-universal-city/9647067
960,jagatpura, jagatpura,4250000.0,1053.0,water view,https://www.squareyards.com/resale-117-sq-yd-plot-in-jagatpura/9872709
961,renwal manji, renwal manji,4500000.0,2691.0,,https://www.squareyards.com/resale-299-sq-yd-plot-in-dreamax-rajdhani-metropolis/9853068
962,shivdaspura, shivdaspura,4160000.0,1440.0,,https://www.squareyards.com/resale-160-sq-yd-plot-in-riyasat-town/9631941
963,jagatpura, jagatpura,12500000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-jagatpura/9787955
964,ajmer road, ajmer road,25900000.0,11430.0,road view,https://www.squareyards.com/resale-1270-sq-yd-plot-in-melange-isle/9840374
965,tonk road, tonk road,2500000.0,810.0,,https://www.squareyards.com/resale-90-sq-yd-plot-in-shreenath-regency/9673103
966,ajmer road, ajmer road,1856000.0,1242.0,,https://www.squareyards.com/resale-138-sq-yd-plot-in-ajmer-road/9773202
967,sikar road, sikar road,6786000.0,1044.0,road view,https://www.squareyards.com/resale-116-sq-yd-plot-in-ashiana-greens/9801835
968,hardhyanpura, hardhyanpura,5195000.0,1998.0,garden view,https://www.squareyards.com/resale-222-sq-yd-plot-in-hardhyanpura/9685964
969,hardhyanpura, hardhyanpura,5114000.0,1728.0,garden view,https://www.squareyards.com/resale-192-sq-yd-plot-in-hardhyanpura/9695184
970,hardhyanpura, hardhyanpura,5117000.0,1962.0,garden view,https://www.squareyards.com/resale-218-sq-yd-plot-in/9695198
971,hardhyanpura, hardhyanpura,5110000.0,1368.0,garden view,https://www.squareyards.com/resale-152-sq-yd-plot-in/9695163
972,hardhyanpura, hardhyanpura,5113000.0,1584.0,garden view,https://www.squareyards.com/resale-176-sq-yd-plot-in/9695176
973,hardhyanpura, hardhyanpura,5175000.0,2016.0,garden view,https://www.squareyards.com/resale-224-sq-yd-plot-in-hardhyanpura/9670132
974,hardhyanpura, hardhyanpura,5177000.0,2196.0,garden view,https://www.squareyards.com/resale-244-sq-yd-plot-in-hardhyanpura/9670135
975,hardhyanpura, hardhyanpura,5178000.0,2286.0,garden view,https://www.squareyards.com/resale-254-sq-yd-plot-in-hardhyanpura/9670130
976,hardhyanpura, hardhyanpura,5176000.0,2142.0,garden view,https://www.squareyards.com/resale-238-sq-yd-plot-in-hardhyanpura/9670127
977,hardhyanpura, hardhyanpura,5175000.0,2034.0,garden view,https://www.squareyards.com/resale-226-sq-yd-plot-in-hardhyanpura/9670120
978,hardhyanpura, hardhyanpura,5170000.0,1638.0,garden view,https://www.squareyards.com/resale-182-sq-yd-plot-in-hardhyanpura/9670098
979,hardhyanpura, hardhyanpura,5173000.0,1836.0,garden view,https://www.squareyards.com/resale-204-sq-yd-plot-in/9670112
980,hardhyanpura, hardhyanpura,5173000.0,1890.0,garden view,https://www.squareyards.com/resale-210-sq-yd-plot-in/9670113
981,hardhyanpura, hardhyanpura,5173000.0,1872.0,garden view,https://www.squareyards.com/resale-208-sq-yd-plot-in/9670111
982,hardhyanpura, hardhyanpura,5173000.0,1854.0,garden view,https://www.squareyards.com/resale-206-sq-yd-plot-in/9670109
983,hardhyanpura, hardhyanpura,5196000.0,2088.0,garden view,https://www.squareyards.com/resale-232-sq-yd-plot-in-hardhyanpura/9685942
984,hardhyanpura, hardhyanpura,5197000.0,2250.0,garden view,https://www.squareyards.com/resale-250-sq-yd-plot-in-hardhyanpura/9685947
985,hardhyanpura, hardhyanpura,5116000.0,1881.0,garden view,https://www.squareyards.com/resale-209-sq-yd-plot-in/9695195
986,hardhyanpura, hardhyanpura,5117000.0,1989.0,garden view,https://www.squareyards.com/resale-221-sq-yd-plot-in/9695199
987,hardhyanpura, hardhyanpura,5111000.0,1422.0,garden view,https://www.squareyards.com/resale-158-sq-yd-plot-in/9695167
988,hardhyanpura, hardhyanpura,5112000.0,1548.0,garden view,https://www.squareyards.com/resale-172-sq-yd-plot-in/9695174
989,hardhyanpura, hardhyanpura,5177000.0,2250.0,garden view,https://www.squareyards.com/resale-250-sq-yd-plot-in-hardhyanpura/9670141
990,diggi road, diggi road,5664000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-the-knowledge-park/9706647
991,diggi road, diggi road,2660000.0,1026.0,garden view,https://www.squareyards.com/resale-114-sq-yd-plot-in-the-knowledge-park/9706616
992,hardhyanpura, hardhyanpura,5174000.0,1944.0,garden view,https://www.squareyards.com/resale-216-sq-yd-plot-in-hardhyanpura/9670116
993,bhakrota, bhakrota,5008000.0,2443.0,road view,https://www.squareyards.com/resale-2443-sq-ft-plot-in-bhakrota/9801800
994,hardhyanpura, hardhyanpura,5198000.0,2268.0,garden view,https://www.squareyards.com/resale-252-sq-yd-plot-in-hardhyanpura/9685948
996,hardhyanpura, hardhyanpura,5115000.0,1764.0,garden view,https://www.squareyards.com/resale-196-sq-yd-plot-in-hardhyanpura/9695186
997,hardhyanpura, hardhyanpura,5113000.0,1656.0,garden view,https://www.squareyards.com/resale-184-sq-yd-plot-in/9695180
998,hardhyanpura, hardhyanpura,5116000.0,1854.0,garden view,https://www.squareyards.com/resale-206-sq-yd-plot-in/9695193
999,hardhyanpura, hardhyanpura,5170000.0,1530.0,garden view,https://www.squareyards.com/resale-170-sq-yd-plot-in/9669930
1000,hardhyanpura, hardhyanpura,5171000.0,1656.0,garden view,https://www.squareyards.com/resale-184-sq-yd-plot-in-hardhyanpura/9670099
1001,hardhyanpura, hardhyanpura,5190000.0,1305.0,garden view,https://www.squareyards.com/resale-145-sq-yd-plot-in/9685575
1002,hardhyanpura, hardhyanpura,5195000.0,1953.0,garden view,https://www.squareyards.com/resale-217-sq-yd-plot-in-hardhyanpura/9685936
1003,hardhyanpura, hardhyanpura,5174000.0,1926.0,garden view,https://www.squareyards.com/resale-214-sq-yd-plot-in/9670115
1004,hardhyanpura, hardhyanpura,5170000.0,1611.0,garden view,https://www.squareyards.com/resale-179-sq-yd-plot-in-hardhyanpura/9670096
1006,hardhyanpura, hardhyanpura,5198000.0,2295.0,garden view,https://www.squareyards.com/resale-255-sq-yd-plot-in-hardhyanpura/9685951
1007,hardhyanpura, hardhyanpura,5116000.0,1935.0,garden view,https://www.squareyards.com/resale-215-sq-yd-plot-in/9695197
1008,hardhyanpura, hardhyanpura,5117000.0,2043.0,garden view,https://www.squareyards.com/resale-227-sq-yd-plot-in/9695201
1009,hardhyanpura, hardhyanpura,5198000.0,2358.0,garden view,https://www.squareyards.com/resale-262-sq-yd-plot-in-hardhyanpura/9685952
1010,hardhyanpura, hardhyanpura,5196000.0,2043.0,garden view,https://www.squareyards.com/resale-227-sq-yd-plot-in-hardhyanpura/9685938
1011,hardhyanpura, hardhyanpura,5118000.0,2097.0,garden view,https://www.squareyards.com/resale-233-sq-yd-plot-in/9695203
1012,hardhyanpura, hardhyanpura,5114000.0,1692.0,garden view,https://www.squareyards.com/resale-188-sq-yd-plot-in/9695182
1013,hardhyanpura, hardhyanpura,5172000.0,1746.0,garden view,https://www.squareyards.com/resale-194-sq-yd-plot-in-hardhyanpura/9670104
1014,diggi road, diggi road,2662000.0,1035.0,garden view,https://www.squareyards.com/resale-115-sq-yd-plot-in-the-knowledge-park/9706630
1015,tonk road, tonk road,3000000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-shreenath-regency/9673120
1016,hardhyanpura, hardhyanpura,5176000.0,2178.0,garden view,https://www.squareyards.com/resale-242-sq-yd-plot-in-hardhyanpura/9670134
1017,hardhyanpura, hardhyanpura,5175000.0,2070.0,garden view,https://www.squareyards.com/resale-230-sq-yd-plot-in-hardhyanpura/9670124
1018,hardhyanpura, hardhyanpura,5177000.0,2214.0,garden view,https://www.squareyards.com/resale-246-sq-yd-plot-in-hardhyanpura/9670137
1019,hardhyanpura, hardhyanpura,5117000.0,2016.0,garden view,https://www.squareyards.com/resale-224-sq-yd-plot-in/9695200
1020,hardhyanpura, hardhyanpura,5112000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in/9695171
1021,hardhyanpura, hardhyanpura,5174000.0,1962.0,garden view,https://www.squareyards.com/resale-218-sq-yd-plot-in-hardhyanpura/9670117
1022,hardhyanpura, hardhyanpura,5176000.0,2106.0,garden view,https://www.squareyards.com/resale-234-sq-yd-plot-in-hardhyanpura/9670125
1024,hardhyanpura, hardhyanpura,5115000.0,1818.0,garden view,https://www.squareyards.com/resale-202-sq-yd-plot-in/9695189
1025,hardhyanpura, hardhyanpura,5171000.0,1710.0,garden view,https://www.squareyards.com/resale-190-sq-yd-plot-in-hardhyanpura/9670103
1026,hardhyanpura, hardhyanpura,5176000.0,2124.0,garden view,https://www.squareyards.com/resale-236-sq-yd-plot-in-hardhyanpura/9670126
1027,hardhyanpura, hardhyanpura,5113000.0,1602.0,garden view,https://www.squareyards.com/resale-178-sq-yd-plot-in/9695177
1028,hardhyanpura, hardhyanpura,5110000.0,1323.0,garden view,https://www.squareyards.com/resale-147-sq-yd-plot-in/9695161
1029,hardhyanpura, hardhyanpura,5196000.0,2133.0,garden view,https://www.squareyards.com/resale-237-sq-yd-plot-in-hardhyanpura/9685943
1031,hardhyanpura, hardhyanpura,5173000.0,1908.0,garden view,https://www.squareyards.com/resale-212-sq-yd-plot-in/9670114
1032,hardhyanpura, hardhyanpura,5177000.0,2232.0,garden view,https://www.squareyards.com/resale-248-sq-yd-plot-in-hardhyanpura/9670139
1033,hardhyanpura, hardhyanpura,5111000.0,1476.0,garden view,https://www.squareyards.com/resale-164-sq-yd-plot-in/9695170
1034,hardhyanpura, hardhyanpura,5175000.0,2052.0,garden view,https://www.squareyards.com/resale-228-sq-yd-plot-in-hardhyanpura/9670121
1035,hardhyanpura, hardhyanpura,5170000.0,1557.0,garden view,https://www.squareyards.com/resale-173-sq-yd-plot-in-hardhyanpura/9670094
1036,kalwar road, kalwar road,908000.0,711.0,garden view,https://www.squareyards.com/resale-79-sq-yd-plot-in-kalwar-road/9650097
1037,hardhyanpura, hardhyanpura,5115000.0,1800.0,garden view,https://www.squareyards.com/resale-200-sq-yd-plot-in/9695188
1038,hardhyanpura, hardhyanpura,5172000.0,1800.0,garden view,https://www.squareyards.com/resale-200-sq-yd-plot-in/9670107
1039,hardhyanpura, hardhyanpura,5172000.0,1764.0,garden view,https://www.squareyards.com/resale-196-sq-yd-plot-in/9670105
1040,hardhyanpura, hardhyanpura,5175000.0,2088.0,garden view,https://www.squareyards.com/resale-232-sq-yd-plot-in-hardhyanpura/9670123
1041,hardhyanpura, hardhyanpura,5117000.0,2070.0,garden view,https://www.squareyards.com/resale-230-sq-yd-plot-in/9695202
1042,hardhyanpura, hardhyanpura,5112000.0,1530.0,garden view,https://www.squareyards.com/resale-170-sq-yd-plot-in/9695173
1043,hardhyanpura, hardhyanpura,5110000.0,1341.0,garden view,https://www.squareyards.com/resale-149-sq-yd-plot-in/9695162
1045,hardhyanpura, hardhyanpura,5196000.0,1773.0,garden view,https://www.squareyards.com/resale-197-sq-yd-plot-in-hardhyanpura/9685961
1046,hardhyanpura, hardhyanpura,5112000.0,1512.0,garden view,https://www.squareyards.com/resale-168-sq-yd-plot-in/9695172
1047,hardhyanpura, hardhyanpura,5113000.0,1638.0,garden view,https://www.squareyards.com/resale-182-sq-yd-plot-in/9695179
1048,hardhyanpura, hardhyanpura,5171000.0,1728.0,garden view,https://www.squareyards.com/resale-192-sq-yd-plot-in-hardhyanpura/9670101
1049,hardhyanpura, hardhyanpura,5111000.0,1458.0,garden view,https://www.squareyards.com/resale-162-sq-yd-plot-in/9695169
1050,hardhyanpura, hardhyanpura,5199000.0,2385.0,garden view,https://www.squareyards.com/resale-265-sq-yd-plot-in-hardhyanpura/9685953
1051,hardhyanpura, hardhyanpura,5116000.0,1908.0,garden view,https://www.squareyards.com/resale-212-sq-yd-plot-in/9695196
1052,hardhyanpura, hardhyanpura,5171000.0,1692.0,garden view,https://www.squareyards.com/resale-188-sq-yd-plot-in-hardhyanpura/9670102
1053,hardhyanpura, hardhyanpura,5194000.0,1845.0,garden view,https://www.squareyards.com/resale-205-sq-yd-plot-in-hardhyanpura/9685931
1054,hardhyanpura, hardhyanpura,5111000.0,1404.0,garden view,https://www.squareyards.com/resale-156-sq-yd-plot-in/9695166
1055,hardhyanpura, hardhyanpura,5195000.0,2025.0,garden view,https://www.squareyards.com/resale-225-sq-yd-plot-in-hardhyanpura/9685940
1057,hardhyanpura, hardhyanpura,5115000.0,1836.0,garden view,https://www.squareyards.com/resale-204-sq-yd-plot-in/9695190
1058,hardhyanpura, hardhyanpura,5114000.0,1674.0,garden view,https://www.squareyards.com/resale-186-sq-yd-plot-in/9695181
1059,hardhyanpura, hardhyanpura,5111000.0,1440.0,garden view,https://www.squareyards.com/resale-160-sq-yd-plot-in/9695168
1060,hardhyanpura, hardhyanpura,5112000.0,1566.0,garden view,https://www.squareyards.com/resale-174-sq-yd-plot-in/9695175
1062,hardhyanpura, hardhyanpura,5197000.0,2178.0,garden view,https://www.squareyards.com/resale-242-sq-yd-plot-in-hardhyanpura/9685965
1064,hardhyanpura, hardhyanpura,5172000.0,1782.0,garden view,https://www.squareyards.com/resale-198-sq-yd-plot-in/9670106
